collection_frequency,hourly_collection_plan_id,provider,site,siteHierarchy_customer,siteHierarchy_customerSiteCode,siteHierarchy_priority,requests_count,enrichment_request_count,timeBox_startTime_date,timeBox_startTime_time,timeBox_endTime_date,timeBox_endTime_time,ownerSequence,customerCollection_id,customerCollection_customer,customerCollection_name,customerCollection_frequency,customerCollection_earliestStartTime,customerCollection_expectedDeliveryTime,customerCollection_hints,customerCollection_status,customerCollection_customerPackagingId,input_filename,input_reference,inputRequest_exists,timebox_startTime_date,timebox_startTime_time,timebox_endTime_date,timebox_endTime_time,row_count
adhoc,438,SP,B6_API,*,B6,1,1,0,20250508,0,20250508,0,1,101,AA,Dom_Mutli_Daily,adhoc,0,1100,,active,1,AA_M5.csv,31035,1,20250508,500,20250508,1500,2304
adhoc,580,Ingest-Southwest,WN,*,WN,1,1,0,20250508,0,20250508,0,1,101,AA,Dom_Mutli_Daily,adhoc,0,1100,,active,1,AA_M5.csv,31035,1,20250508,500,20250508,1500,2304
chnl,484,UA,UA,*,UA,1,1,0,20250508,500,20250508,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250508,500,20250508,1000,336
chnl,485,UA,UA,*,UA,1,1,0,20250508,500,20250508,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250508,500,20250508,1000,336
chnl,486,UA,UA,*,UA,1,1,0,20250508,500,20250508,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250508,500,20250508,1000,336
chnl,487,UA,UA,*,UA,1,1,0,20250508,500,20250508,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250508,500,20250508,1000,492
chnl,488,UA,UA,*,UA,1,1,0,20250508,500,20250508,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250508,500,20250508,1000,492
chnl,494,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250509,500,20250509,1000,336
chnl,495,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250509,500,20250509,1000,336
chnl,496,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250509,500,20250509,1000,336
chnl,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250509,500,20250509,1000,492
chnl,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,34,AA,TATL_ChannelCompare,daily,0,600,Channel Comparison,active,1,AA_A2.csv,11580,1,20250509,500,20250509,1000,492
daily,428,AaPts,Awards,*,AA_PTS,1,1,0,20250508,500,20250508,500,1,32,AA,Miles_Evening,daily,0,2359,,active,1,AA_M2.csv,32385,1,20250508,500,20250508,500,28091
daily,428,AaPts,Awards,*,BA_PTS,1,1,0,20250508,500,20250508,500,1,32,AA,Miles_Evening,daily,0,2359,,active,1,AA_M2.csv,32385,1,20250508,500,20250508,500,520
daily,429,AaPts,Awards,*,AA_PTS,1,1,0,20250509,500,20250509,500,1,32,AA,Miles_Evening,daily,0,2359,,active,1,AA_M2.csv,32385,1,20250509,500,20250509,500,28091
daily,429,AaPts,Awards,*,BA_PTS,1,1,0,20250509,500,20250509,500,1,32,AA,Miles_Evening,daily,0,2359,,active,1,AA_M2.csv,32385,1,20250509,500,20250509,500,520
daily,430,QL2,A3,*,A3,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,432
daily,431,QL2,A3,*,A3,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,472
daily,432,QL2,A3,*,A3,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,472
daily,433,QL2,A3,*,A3,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,472
daily,434,QL2,A3,*,A3,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,426
daily,435,QL2,A3,*,A3,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,472
daily,436,QL2,A3,*,A3,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,472
daily,437,QL2,A3,*,A3,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,472
daily,439,SP,B6_API,*,B6,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,6392
daily,440,SP,B6_API,*,B6,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,28272
daily,440,SP,B6_API,*,B6,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,28272
daily,440,SP,B6_API,*,B6,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,82404
daily,441,SP,B6_API,*,B6,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,3024
daily,441,SP,B6_API,*,B6,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,1248
daily,442,SP,B6_API,*,B6,1,1,0,20250508,700,20250508,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,5892
daily,443,SP,B6_API,*,B6,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,6392
daily,444,SP,B6_API,*,B6,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,28272
daily,444,SP,B6_API,*,B6,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,28272
daily,444,SP,B6_API,*,B6,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,82404
daily,445,SP,B6_API,*,B6,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,3024
daily,445,SP,B6_API,*,B6,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,1248
daily,446,SP,B6_API,*,B6,1,1,0,20250509,700,20250509,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,5892
daily,447,QL2,DX,*,DX,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,194
daily,448,QL2,DX,*,DX,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,200
daily,449,QL2,DX,*,DX,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,200
daily,450,QL2,DX,*,DX,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,192
daily,451,QL2,DX,*,DX,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,200
daily,452,QL2,DX,*,DX,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,200
daily,453,QL2,UP,*,UP,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250508,500,20250508,1000,4
daily,453,QL2,UP,*,UP,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,4
daily,453,QL2,UP,*,UP,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,194
daily,454,QL2,UP,*,UP,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250508,500,20250508,1000,11
daily,454,QL2,UP,*,UP,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,11
daily,454,QL2,UP,*,UP,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,253
daily,455,QL2,UP,*,UP,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250508,500,20250508,1000,12
daily,455,QL2,UP,*,UP,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,12
daily,455,QL2,UP,*,UP,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,252
daily,456,QL2,UP,*,UP,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250508,500,20250508,1000,53
daily,457,QL2,UP,*,UP,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,4
daily,457,QL2,UP,*,UP,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,4
daily,457,QL2,UP,*,UP,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,194
daily,458,QL2,UP,*,UP,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,11
daily,458,QL2,UP,*,UP,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,11
daily,458,QL2,UP,*,UP,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,253
daily,459,QL2,UP,*,UP,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,12
daily,459,QL2,UP,*,UP,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,12
daily,459,QL2,UP,*,UP,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,252
daily,460,QL2,UP,*,UP,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,53
daily,461,AI,GGL,*,GGL,1,1,0,20250508,700,20250508,700,1,61,GJ,AI_GGL_Test,daily,0,2359,,active,1,ai_ggl_test_2023-06-21.csv,18736,1,20250508,700,20250508,700,24192
daily,462,AI,GGL,*,GGL,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6_GGL_WN.csv,31871,1,20250508,400,20250508,800,11152
daily,462,AI,GGL,*,GGL,1,1,0,20250508,700,20250508,800,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,368
daily,462,AI,GGL,*,GGL,1,1,0,20250508,700,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6_GGL_WN.csv,31871,1,20250508,400,20250508,800,368
daily,463,AI,GGL,*,GGL,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250508,500,20250508,1000,35573
daily,463,AI,GGL,*,GGL,1,1,0,20250508,500,20250508,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250508,500,20250508,1000,6720
daily,464,AI,GGL,*,GGL,1,1,0,20250508,700,20250508,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,20024
daily,465,AI,GGL,*,GGL,1,1,0,20250509,700,20250509,700,1,61,GJ,AI_GGL_Test,daily,0,2359,,active,1,ai_ggl_test_2023-06-21.csv,18736,1,20250509,700,20250509,700,24192
daily,466,AI,GGL,*,GGL,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6_GGL_WN.csv,31871,1,20250509,400,20250509,800,11152
daily,466,AI,GGL,*,GGL,1,1,0,20250509,700,20250509,800,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,368
daily,466,AI,GGL,*,GGL,1,1,0,20250509,700,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6_GGL_WN.csv,31871,1,20250509,400,20250509,800,368
daily,467,AI,GGL,*,GGL,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,35573
daily,467,AI,GGL,*,GGL,1,1,0,20250509,500,20250509,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,6720
daily,468,AI,GGL,*,GGL,1,1,0,20250509,700,20250509,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,20024
daily,469,QL2,KYK,*,KYK,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,256
daily,470,QL2,KYK,*,KYK,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,1000
daily,471,QL2,KYK,*,KYK,1,1,0,20250508,500,20250508,1000,1,39,AA,AA_UK,daily,0,600,,active,1,AA_UK.csv,442,1,20250508,500,20250508,1000,1000
